,2P%,FT%,TRB,AST,STL,PTS,Pos
6496,0.406,0.5,46,2,1,32,2.0
6497,0.514,0.861,73,134,43,183,3.0
6498,0.34,0.5,93,38,22,120,5.0
6499,0.284,0.458,52,28,21,70,5.0
6500,0.443,0.667,17,33,6,65,3.0
6501,0.4,0.667,13,27,5,44,3.0
6502,0.485,0.748,392,40,35,420,1.0
6503,0.435,0.833,134,309,63,501,3.0
6504,0.433,0.839,53,104,24,203,3.0
6505,0.436,0.83,81,205,39,298,3.0
6506,0.483,0.678,174,57,16,407,2.0
6507,0.356,0.727,103,143,56,549,3.0
6508,0.38,0.786,22,31,5,80,4.0
6509,0.427,0.757,132,149,68,342,3.0
6510,0.375,0.278,10,19,9,17,3.0
6511,0.494,0.839,264,190,72,996,4.0
6512,0.484,0.645,232,48,34,407,2.0
6513,0.424,0.722,133,57,37,274,5.0
6514,0.365,0.7,42,18,13,117,2.0
6515,0.346,0.81,119,45,40,212,5.0
6516,0.167,0.5,6,0,0,4,5.0
6517,0.509,0.719,44,22,15,168,4.0
6518,0.446,0.633,205,18,24,308,2.0
6519,0.478,0.639,397,69,39,616,1.0
6520,0.49,0.647,301,61,38,490,1.0
6521,0.412,0.714,31,9,1,47,2.0
6522,0.369,0.675,71,23,8,207,4.0
6523,0.353,0.5,12,7,1,23,4.0
6524,0.372,0.694,59,16,7,184,4.0
6525,0.355,0.75,49,66,21,171,4.0
6526,0.466,0.761,283,149,55,913,5.0
6527,0.446,0.94,15,36,9,127,3.0
6528,0.476,0.935,6,19,3,72,3.0
6529,0.415,0.947,9,17,6,55,3.0
6530,0.445,0.507,150,19,23,151,1.0
6531,0.429,0.694,85,12,7,163,5.0
6532,0.364,0.835,104,109,34,459,4.0
6533,0.434,0.493,141,73,39,385,4.0
6534,0.356,0.824,117,30,22,166,2.0
6535,0.451,0.821,133,193,44,328,3.0
6536,0.415,0.841,207,187,113,760,4.0
6537,0.456,0.568,96,10,10,93,1.0
6538,0.545,0.8,25,0,3,32,1.0
6539,0.432,0.753,328,78,24,486,2.0
6540,0.455,0.822,117,222,45,455,3.0
6541,0.431,0.65,145,43,31,352,5.0
6542,0.4,0.722,10,0,3,25,4.0
6543,0.446,0.814,90,24,10,288,2.0
6544,0.522,0.87,45,10,7,92,2.0
6545,0.42,0.86,31,63,11,159,3.0
6546,0.429,1.0,1,5,2,12,3.0
6547,0.42,0.851,30,58,9,147,3.0
6548,0.437,0.711,255,58,46,454,2.0
6549,0.418,0.864,51,14,17,78,2.0
6550,0.492,0.824,85,48,36,423,4.0
6551,0.466,0.797,108,78,42,244,5.0
6552,0.47,0.754,54,106,30,220,3.0
6553,0.45,0.811,173,40,23,308,5.0
6554,0.431,0.88,86,89,21,457,4.0
6555,0.42,0.763,84,58,30,209,4.0
6556,0.3,0.714,22,26,5,74,4.0
6557,0.421,0.8,102,174,33,281,3.0
6558,0.502,0.686,272,71,38,513,1.0
6559,0.406,0.648,54,95,16,246,3.0
6560,0.483,0.639,83,95,27,547,4.0
6561,0.488,0.702,501,215,44,714,1.0
6562,0.462,0.632,58,124,27,247,3.0
6563,0.388,1.0,32,52,12,118,3.0
6564,0.426,0.836,68,134,23,428,4.0
6565,0.498,0.69,571,121,45,1084,2.0
6566,0.452,0.692,33,30,17,77,5.0
6567,0.451,0.838,94,185,30,368,3.0
6568,0.518,0.866,137,89,46,455,4.0
6569,0.436,0.757,213,117,26,561,5.0
6570,0.449,0.757,115,38,25,495,5.0
6571,0.427,0.705,109,18,8,204,2.0
6572,0.29,1.0,19,15,5,34,5.0
6573,0.304,1.0,17,14,3,30,5.0
6574,0.436,0.706,377,43,30,657,1.0
6575,0.518,0.879,102,53,23,349,2.0
6576,0.465,0.823,263,218,66,1009,5.0
6577,0.367,0.759,91,197,61,296,3.0
6578,0.499,0.727,581,32,31,550,2.0
6579,0.381,0.619,83,25,6,118,2.0
6580,0.494,0.742,89,89,28,394,5.0
6581,0.565,0.708,222,30,22,420,2.0
6582,0.463,0.704,489,202,78,977,2.0
6583,0.321,0.75,21,18,5,51,3.0
6584,0.513,0.714,75,18,8,217,2.0
6585,0.451,0.398,179,32,32,272,1.0
6586,0.375,0.5,65,12,8,84,1.0
6587,0.497,0.362,114,20,24,188,1.0
6588,0.482,0.797,362,58,39,674,1.0
6589,0.406,0.683,244,123,134,588,5.0
6590,0.455,0.782,126,19,22,281,2.0
6591,0.377,0.724,110,23,20,146,2.0
6592,0.436,0.671,351,90,46,443,2.0
6593,0.293,0.757,28,12,12,146,4.0
6594,0.435,0.577,228,25,28,246,2.0
6595,0.486,0.794,381,121,59,729,2.0
6596,0.452,0.706,284,266,111,791,4.0
6597,0.429,0.812,152,352,57,835,3.0
6598,0.443,0.813,67,187,44,309,3.0
6599,0.393,0.703,180,115,60,392,4.0
6600,0.468,0.713,214,45,30,408,5.0
6601,0.353,0.6,39,5,4,45,2.0
6602,0.473,0.75,67,31,18,193,4.0
6603,0.509,0.902,201,123,80,516,4.0
6604,0.429,1.0,25,27,3,36,3.0
6605,0.443,0.671,250,28,33,474,5.0
6606,0.424,0.813,197,113,58,454,5.0
6607,0.363,0.556,47,22,9,97,5.0
6608,0.448,0.84,68,13,12,120,2.0
6609,0.4,0.455,62,4,12,65,2.0
6610,0.435,0.556,54,1,12,59,2.0
6611,0.487,0.752,355,300,80,1053,5.0
6612,0.417,1.0,11,4,0,19,4.0
6613,0.267,0.7,12,3,5,30,2.0
6614,1.0,0.5,1,0,1,5,2.0
6615,0.154,0.75,11,3,4,25,2.0
6616,0.489,0.893,160,192,52,587,4.0
6617,0.465,0.739,152,56,36,188,2.0
6618,0.421,0.862,152,137,35,813,4.0
6619,0.476,0.753,293,107,42,682,5.0
6620,0.437,0.895,55,92,11,169,3.0
6621,0.448,0.709,189,77,44,455,3.0
6622,0.456,0.753,168,193,86,582,3.0
6623,0.44,0.751,236,223,110,1284,4.0
6624,0.408,0.772,135,167,39,353,3.0
6625,0.401,0.821,99,49,41,301,4.0
6626,0.454,0.842,159,128,43,414,4.0
6627,0.469,0.823,184,386,42,373,3.0
6628,0.446,0.656,54,8,3,114,2.0
6629,0.75,1.0,3,0,0,8,3.0
6630,0.456,0.588,301,34,38,449,5.0
6631,0.417,0.695,75,107,35,244,3.0
6632,0.483,0.568,118,369,51,487,3.0
6633,0.484,0.817,284,119,34,587,2.0
6634,0.323,0.5,42,41,18,108,4.0
6635,0.316,0.824,44,42,13,125,3.0
6636,0.267,0.846,13,13,7,49,3.0
6637,0.333,0.75,31,29,6,76,3.0
6638,0.466,0.738,76,61,35,271,4.0
6639,0.469,0.801,118,125,90,509,5.0
6640,0.4,0.824,52,15,5,54,2.0
6641,1.0,0.5,0,3,3,6,3.0
6642,0.467,0.697,142,28,16,174,2.0
6643,0.482,0.789,388,101,48,862,2.0
6644,0.457,0.886,44,49,23,192,3.0
6645,0.349,0.429,130,41,37,145,5.0
6646,0.461,0.757,339,539,114,846,3.0
6647,0.389,0.772,191,116,79,592,4.0
6648,0.417,0.667,67,12,8,68,1.0
6649,0.432,0.745,131,302,70,373,3.0
6650,0.429,0.5,6,8,1,8,3.0
6651,0.519,0.759,128,31,21,156,1.0
6652,0.45,0.74,310,235,49,828,5.0
6653,0.359,0.772,54,24,15,121,2.0
6654,0.48,0.75,91,8,9,166,1.0
6655,0.375,1.0,56,63,33,203,3.0
6656,0.463,0.5,40,21,4,119,4.0
6657,0.432,0.727,16,10,3,82,4.0
6658,0.391,0.571,25,4,8,47,5.0
6659,0.434,0.783,296,53,57,489,2.0
6660,0.469,0.644,166,62,49,437,4.0
6661,0.429,0.571,6,25,5,75,3.0
6662,0.423,0.631,279,76,85,356,5.0
6663,0.485,0.879,95,55,35,472,5.0
6664,0.423,0.933,53,23,20,242,5.0
6665,0.59,0.821,42,32,15,230,5.0
6666,0.429,0.625,65,16,5,185,2.0
6667,0.526,0.717,208,150,38,337,4.0
6668,0.494,0.788,463,201,62,1164,2.0
6669,0.308,0.909,10,21,4,21,3.0
6670,0.493,0.696,219,113,36,453,2.0
6671,0.455,0.799,142,437,59,1044,3.0
6672,0.438,0.724,62,167,29,319,3.0
6673,0.466,0.832,80,270,30,725,3.0
6674,0.431,0.727,342,66,47,530,5.0
6675,0.413,0.803,48,144,43,296,3.0
6676,0.453,0.721,146,75,20,356,5.0
6677,0.49,0.665,257,23,26,481,2.0
6678,0.442,0.737,85,76,30,492,4.0
6679,0.556,0.8,3,23,7,20,3.0
6680,0.402,0.702,115,40,24,181,2.0
6681,0.462,0.862,162,79,45,428,5.0
6682,0.474,0.68,537,82,73,1061,1.0
6683,0.457,0.726,278,113,52,458,5.0
6684,0.414,0.75,21,73,19,130,3.0
6685,0.451,0.824,41,13,12,60,5.0
6686,0.432,0.71,140,100,63,240,4.0
6687,0.399,0.822,50,14,2,162,5.0
6688,0.443,0.79,155,104,67,698,4.0
6689,0.261,0.5,16,1,0,16,1.0
6690,0.475,0.636,67,7,7,70,2.0
6691,0.566,0.794,117,22,9,238,1.0
6692,0.475,0.915,135,112,37,920,4.0
6693,0.456,0.823,237,103,39,483,5.0
6694,0.25,0.5,4,0,1,9,2.0
6695,0.438,0.75,117,50,20,214,4.0
6696,0.421,0.764,182,98,35,561,5.0
6697,0.463,0.818,111,121,44,487,3.0
6698,0.532,0.344,139,14,12,95,1.0
6699,0.516,0.87,121,23,16,184,5.0
6700,0.513,0.652,507,74,34,924,1.0
6701,0.486,0.87,160,81,47,507,5.0
6702,0.402,0.808,35,66,22,119,3.0
6703,0.404,0.803,195,61,58,612,5.0
6704,0.373,0.81,81,27,21,233,5.0
6705,0.355,0.826,114,219,37,315,3.0
6706,0.476,0.782,175,82,77,503,5.0
6707,0.437,0.81,75,41,28,303,5.0
6708,0.28,0.375,20,24,7,38,3.0
6709,0.455,0.773,162,47,29,385,2.0
6710,0.436,1.0,34,12,2,56,4.0
6711,0.439,0.514,97,13,4,90,2.0
6712,0.577,0.54,525,114,36,1289,1.0
6713,0.432,0.807,374,168,46,348,2.0
6714,0.518,0.717,478,88,82,945,1.0
6715,0.556,0.432,167,56,40,203,2.0
6716,0.442,0.9,21,23,5,92,3.0
6717,0.6,1.0,2,3,1,18,3.0
6718,0.434,0.857,17,16,3,64,3.0
6719,0.39,0.8,80,38,12,163,5.0
6720,0.441,0.818,36,81,20,222,3.0
6721,0.431,0.545,243,36,28,266,1.0
6722,0.467,0.778,65,15,19,114,2.0
6723,0.444,0.71,30,2,5,65,5.0
6724,0.495,0.721,244,436,109,1084,3.0
6725,0.437,0.732,84,78,35,270,4.0
6726,0.409,0.717,138,25,15,238,2.0
6727,0.367,0.714,34,47,20,98,3.0
6728,0.5,0.5,8,12,4,20,3.0
6729,0.333,0.75,26,35,16,78,3.0
6730,0.432,0.75,132,60,20,303,5.0
6731,0.519,0.604,142,80,37,503,4.0
6732,0.452,0.685,174,149,60,613,4.0
6733,0.456,0.863,140,53,44,513,4.0
6734,0.451,0.713,309,115,82,791,5.0
6735,0.482,0.721,323,293,98,726,5.0
6736,0.471,0.309,425,43,20,368,1.0
6737,0.333,0.0,4,0,0,2,5.0
6738,0.498,0.831,140,146,48,525,3.0
6739,0.496,0.587,332,75,35,499,1.0
6740,0.44,0.673,94,16,11,143,1.0
6741,0.568,0.754,78,113,33,292,3.0
6742,0.468,0.872,77,91,17,222,3.0
6743,0.408,0.578,138,37,13,271,1.0
6744,0.389,0.571,7,11,4,25,3.0
6745,0.478,0.766,212,48,37,369,2.0
6746,0.411,0.717,99,23,15,126,2.0
6747,0.391,0.7,13,8,5,37,4.0
6748,0.27,0.579,13,10,4,34,4.0
6749,0.452,0.856,99,71,17,472,5.0
6750,0.4,1.0,13,30,4,28,3.0
6751,0.448,0.857,172,122,64,983,4.0
6752,0.419,0.755,196,104,25,651,4.0
6753,0.492,0.697,227,128,75,819,5.0
6754,0.51,0.658,492,103,69,775,1.0
6755,0.467,0.87,276,100,46,865,5.0
6756,0.414,0.683,62,56,22,183,3.0
6757,0.456,0.741,27,18,14,106,3.0
6758,0.349,0.571,35,38,8,77,3.0
6759,0.364,0.436,258,30,10,49,2.0
6760,0.483,0.673,179,77,47,348,5.0
6761,0.416,0.708,72,9,2,98,1.0
6762,0.425,0.791,154,93,50,542,5.0
6763,0.465,0.671,182,29,40,284,2.0
6764,0.514,0.795,266,74,76,622,5.0
6765,0.496,0.771,393,119,34,606,1.0
6766,0.486,0.823,370,184,41,752,5.0
6767,0.431,0.742,58,40,15,234,5.0
6768,0.333,0.25,20,8,3,43,5.0
6769,0.461,0.815,38,32,12,191,5.0
6770,0.428,0.902,92,36,30,251,5.0
6771,0.406,0.615,22,16,3,40,4.0
6772,0.464,0.645,339,65,36,456,1.0
6773,0.333,0.4,4,5,2,11,4.0
6774,0.438,0.438,24,13,17,84,4.0
6775,0.43,0.755,354,68,32,588,1.0
6776,0.538,0.594,350,48,46,230,2.0
6777,0.424,0.849,151,118,36,672,4.0
6778,0.491,0.818,275,52,18,728,1.0
6779,0.44,0.733,162,301,100,413,3.0
6780,0.44,0.812,156,91,46,606,5.0
6781,0.403,0.85,107,118,34,607,4.0
6782,0.416,0.74,163,235,69,690,4.0
6783,0.434,0.525,75,12,10,127,1.0
6784,0.451,0.859,107,82,28,320,4.0
6785,0.511,0.811,146,374,81,553,3.0
6786,0.431,0.851,143,72,41,402,5.0
6787,0.421,0.73,167,312,49,631,3.0
6788,0.438,0.815,83,64,40,249,4.0
6789,0.5,0.731,78,9,7,119,2.0
6790,0.426,0.746,212,434,76,690,3.0
6791,0.427,0.717,161,17,15,223,2.0
6792,0.37,0.631,102,152,46,214,3.0
6793,0.431,0.739,101,24,28,207,5.0
6794,0.463,0.728,242,67,16,773,2.0
6795,0.582,0.563,134,15,17,169,1.0
6796,0.463,0.611,286,55,45,406,2.0
6797,0.526,0.652,126,46,26,358,5.0
6798,0.458,0.792,33,15,3,78,5.0
6799,0.546,0.614,93,31,23,280,5.0
6800,0.548,0.698,334,101,42,554,2.0
6801,0.54,0.538,182,38,44,259,1.0
6802,0.481,0.617,351,77,29,719,2.0
6803,0.437,0.811,113,368,40,826,3.0
6804,0.438,0.859,358,65,43,916,2.0
6805,0.409,0.833,11,12,5,44,3.0
6806,0.383,0.643,146,11,15,127,2.0
6807,0.426,0.559,359,130,63,784,2.0
6808,0.466,0.541,143,6,9,229,2.0
6809,0.515,0.732,241,60,48,628,2.0
6810,0.404,0.826,50,58,10,101,4.0
6811,0.443,0.705,172,271,103,378,3.0
6812,0.414,0.688,89,30,25,205,4.0
6813,0.503,0.454,545,173,60,839,2.0
6814,0.588,0.444,9,3,1,31,5.0
6815,0.345,0.818,79,18,13,143,1.0
6816,0.485,0.832,161,322,100,706,3.0
6817,0.492,0.76,25,19,16,81,4.0
6818,0.383,0.727,45,102,26,208,3.0
6819,0.525,0.871,47,69,18,187,3.0
6820,0.398,0.69,71,16,4,134,5.0
6821,0.426,0.73,128,22,14,158,2.0
6822,0.415,0.846,82,130,51,248,3.0
6823,0.383,0.799,81,37,27,277,5.0
6824,0.446,0.752,153,299,95,641,3.0
6825,0.449,0.565,360,33,24,242,1.0
6826,0.414,0.832,143,80,37,446,5.0
6827,0.487,0.638,206,66,30,659,5.0
6828,0.42,0.839,350,67,28,504,1.0
6829,0.455,0.787,102,172,32,200,3.0
6830,0.459,0.692,361,33,26,319,1.0
6831,0.667,1.0,4,1,0,13,5.0
6832,0.435,0.756,291,98,59,697,4.0
6833,0.447,0.762,239,72,53,563,4.0
6834,0.388,0.738,52,26,6,134,4.0
6835,0.478,0.809,825,271,89,1663,5.0
6836,0.302,0.773,42,58,24,82,3.0
6837,0.468,0.887,359,308,110,1809,4.0
6838,0.296,0.75,23,70,12,60,3.0
6839,0.439,0.766,266,95,35,836,1.0
6840,0.472,0.877,258,220,90,1080,4.0
6841,0.456,0.775,225,420,139,1149,3.0
6842,0.452,0.487,339,123,94,781,4.0
6843,0.523,0.767,384,239,96,1009,5.0
6844,0.447,0.789,280,65,29,439,1.0
6845,0.443,0.772,133,208,59,514,3.0
6846,0.446,0.88,47,78,7,201,3.0
6847,0.485,0.911,270,501,169,1330,3.0
6848,0.445,0.729,126,306,52,782,3.0
6849,0.48,0.673,116,53,27,203,4.0
6850,0.431,0.686,282,74,17,397,1.0
6851,0.322,0.667,40,88,14,154,3.0
6852,0.431,0.692,72,30,13,163,4.0
6853,0.457,0.682,605,148,47,1311,1.0
6854,0.51,0.645,209,63,14,289,2.0
6855,0.471,0.868,99,133,31,517,3.0
6856,0.529,0.809,372,291,103,945,4.0
6857,0.533,0.8,12,33,2,41,3.0
6858,0.667,0.5,8,17,2,22,3.0
6859,0.333,1.0,4,16,0,19,3.0
6860,0.495,0.922,159,150,75,495,4.0
6861,0.483,0.675,410,63,47,541,1.0
6862,0.362,0.667,21,3,1,64,5.0
6863,0.437,0.598,88,54,31,370,4.0
6864,0.504,0.821,142,272,76,733,3.0
6865,0.466,0.78,306,665,132,1190,3.0
6866,0.45,0.841,34,39,10,112,4.0
6867,0.422,0.705,270,489,146,822,3.0
6868,0.506,0.576,113,10,15,107,2.0
6869,0.456,0.908,135,299,65,410,3.0
6870,0.467,0.545,40,10,6,62,5.0
6871,0.43,0.632,85,14,14,122,5.0
6872,0.331,0.581,96,34,23,196,5.0
6873,0.352,0.5,36,16,9,59,5.0
6874,0.308,0.613,60,18,14,137,5.0
6875,0.417,0.717,114,20,39,131,5.0
6876,0.5,0.783,26,48,12,138,3.0
6877,0.489,0.783,25,45,12,132,3.0
6878,0.482,0.765,497,60,71,647,1.0
6879,0.483,0.685,810,155,66,1627,2.0
6880,0.476,0.899,238,629,134,1212,3.0
6881,0.459,0.692,167,66,20,334,2.0
6882,0.468,0.806,77,41,8,190,2.0
6883,0.448,0.524,90,25,12,144,2.0
6884,0.366,0.688,54,86,24,264,3.0
6885,0.571,1.0,7,3,0,10,4.0
6886,0.481,0.755,600,145,65,764,2.0
6887,0.359,0.738,144,202,61,379,3.0
6888,0.474,0.611,27,49,9,71,3.0
6889,0.489,0.821,416,323,106,1485,4.0
6890,0.488,0.683,174,55,38,275,4.0
6891,0.507,0.286,91,33,25,130,5.0
6892,0.451,0.727,48,21,10,147,4.0
6893,0.368,0.833,138,63,19,382,2.0
6894,0.444,0.78,256,72,67,451,5.0
6895,0.48,0.597,482,119,62,852,2.0
6896,0.48,0.67,461,49,43,601,1.0
6897,0.45,0.69,590,129,56,987,1.0
6898,0.4,0.842,13,3,0,39,4.0
6899,0.416,0.858,160,81,30,492,5.0
6900,0.407,0.75,199,378,93,498,3.0
6901,0.475,0.791,476,322,110,2107,5.0
6902,0.481,0.876,301,729,102,1506,3.0
6903,0.543,0.649,389,26,33,567,1.0
6904,0.464,0.843,462,90,56,1147,5.0
6905,0.361,0.833,11,20,7,37,3.0
6906,0.421,0.756,80,62,22,348,4.0
6907,0.466,0.429,138,80,44,267,4.0
6908,0.465,1.0,131,27,15,120,2.0
6909,0.404,1.0,43,10,5,47,2.0
6910,0.553,1.0,79,16,10,73,2.0
6911,0.431,0.797,147,285,36,376,3.0
6912,0.434,0.843,285,321,102,903,4.0
6913,0.548,0.688,505,71,45,694,1.0
6914,0.495,0.59,179,25,13,238,1.0
6915,0.471,0.785,632,175,34,1239,2.0
6916,0.472,0.817,172,290,58,645,3.0
6917,0.384,0.846,165,60,36,219,5.0
6918,0.416,0.778,99,33,17,252,2.0
6919,0.47,0.848,516,89,44,835,2.0
6920,0.427,0.86,75,128,27,325,3.0
6921,0.429,0.751,184,247,91,706,3.0
6922,0.411,0.72,42,14,11,64,5.0
6923,0.467,0.75,100,89,32,507,4.0
6924,0.484,0.839,104,87,33,506,4.0
6925,0.507,0.713,86,177,55,420,4.0
6926,0.435,0.804,81,17,17,179,5.0
6927,0.434,0.808,73,16,13,168,5.0
6928,0.488,0.634,165,309,97,486,3.0
6929,0.419,0.684,100,70,38,217,3.0
6930,0.455,0.87,134,141,24,583,3.0
6931,0.415,0.66,84,38,25,143,5.0
6932,0.514,0.765,83,62,30,227,4.0
6933,0.4,0.667,129,65,44,396,4.0
6934,0.482,0.897,107,160,36,349,3.0
6935,0.464,0.797,88,55,35,296,3.0
6936,0.412,0.6,26,5,1,40,4.0
6937,0.444,0.83,279,208,116,1496,4.0
6938,0.511,0.691,656,244,103,1005,1.0
6939,0.452,0.842,334,63,29,565,1.0
6940,0.541,0.893,29,34,17,120,3.0
6941,0.396,0.849,103,162,41,420,3.0
6942,0.494,0.761,918,234,66,1716,2.0
6943,0.434,0.824,170,347,59,708,3.0
6944,0.446,0.846,249,193,73,590,5.0
6945,0.362,0.781,47,28,12,114,5.0
6946,0.492,0.692,56,14,13,178,4.0
6947,0.667,0.667,34,6,6,123,4.0
6948,0.217,0.75,22,8,7,55,4.0
6949,0.465,0.695,290,59,32,487,2.0
6950,0.467,0.731,604,58,36,929,1.0
6951,0.444,0.766,295,74,66,465,2.0
6952,0.424,0.707,755,68,43,459,1.0
6953,0.511,0.912,238,67,22,463,2.0
6954,0.467,0.82,518,438,109,1855,5.0
6955,0.363,0.724,143,216,80,491,3.0
6956,0.421,0.643,107,41,10,203,2.0
6957,0.591,0.68,32,5,5,43,1.0
6958,0.464,0.808,198,138,52,534,5.0
6959,0.483,0.786,409,507,118,1388,3.0
6960,0.526,0.706,234,33,32,483,2.0
6961,0.504,0.765,956,401,120,1857,2.0
6962,0.461,0.721,210,58,31,675,5.0
6963,0.474,0.713,502,71,82,1014,2.0
6964,0.462,0.698,297,40,48,598,2.0
6965,0.491,0.742,205,31,34,416,2.0
6966,0.444,0.779,387,39,29,629,1.0
6967,0.412,0.659,75,12,10,155,5.0
6968,0.428,0.71,283,210,139,993,5.0
6969,0.438,0.779,209,42,12,333,2.0
6970,0.429,0.729,38,27,15,195,4.0
6971,0.491,0.675,344,64,32,459,2.0
6972,0.447,0.721,591,188,55,612,2.0
6973,0.449,0.695,486,80,53,413,2.0
6974,0.447,0.753,372,177,116,485,4.0
6975,0.485,0.775,425,124,80,738,2.0
6976,0.559,0.449,172,42,29,177,5.0
6977,0.428,0.774,129,108,28,639,4.0
6978,0.496,0.79,347,315,94,1015,4.0
6979,0.398,0.827,150,385,49,696,3.0
6980,0.421,0.68,337,270,85,557,3.0
6981,0.133,0.857,12,8,5,16,5.0
6982,0.491,0.703,159,38,25,328,2.0
6983,0.507,0.792,563,97,36,1076,2.0
6984,0.46,0.798,187,100,65,513,4.0
6985,0.444,0.899,175,134,74,480,4.0
6986,0.25,0.5,7,13,0,8,3.0
6987,0.465,0.671,571,77,81,1083,2.0
6988,0.412,0.663,140,55,39,328,5.0
6989,0.368,0.675,52,111,15,141,3.0
6990,0.5,0.795,490,385,103,1906,5.0
6991,0.485,0.691,625,52,64,815,2.0
6992,0.419,0.908,110,85,40,279,4.0
6993,0.495,0.95,182,202,66,953,4.0
6994,0.483,0.788,361,118,84,436,2.0
6995,0.494,0.838,271,224,65,1614,4.0
6996,0.462,0.735,470,247,67,1220,2.0
6997,0.414,0.811,148,242,43,545,3.0
6998,0.421,0.74,349,205,115,1226,4.0
6999,0.441,0.746,159,75,54,501,4.0
7000,0.407,0.736,190,130,61,725,4.0
7001,0.493,0.462,49,9,3,82,2.0
7002,0.419,0.76,250,327,129,1043,3.0
7003,0.435,0.713,267,328,144,1989,4.0
7004,0.423,0.776,153,172,48,369,3.0
7005,0.429,0.647,181,118,54,513,4.0
7006,0.1,0.625,11,4,3,7,4.0
7007,0.418,0.877,394,230,57,1317,5.0
7008,0.45,0.806,296,650,76,660,3.0
7009,0.527,0.732,71,32,30,255,3.0
7010,0.525,0.769,70,30,29,245,3.0
7011,0.473,0.611,359,90,30,841,5.0
7012,0.392,0.718,51,72,33,154,3.0
7013,0.361,0.792,39,59,23,92,3.0
7014,0.446,0.6,12,13,10,62,3.0
7015,0.477,0.735,158,491,76,919,3.0
7016,0.518,0.605,648,44,81,383,1.0
7017,0.556,1.0,16,24,2,40,3.0
7018,0.469,0.766,380,175,42,750,2.0
7019,0.325,0.739,62,94,30,188,3.0
7020,0.415,0.667,55,96,18,233,3.0
7021,0.452,0.778,16,39,6,68,3.0
7022,0.397,0.641,39,57,12,165,3.0
7023,0.45,0.864,343,305,192,1446,4.0
7024,0.37,0.611,38,5,6,57,5.0
7025,0.416,0.737,103,19,3,104,2.0
7026,0.327,0.538,41,32,12,41,3.0
7027,0.411,0.806,136,34,17,135,1.0
7028,0.418,0.776,725,138,100,1463,1.0
7029,0.372,0.818,19,12,4,89,3.0
7030,0.423,0.707,225,69,67,321,5.0
7031,0.427,0.829,483,678,134,959,3.0
7032,0.456,0.795,225,142,79,807,4.0
7033,0.416,0.761,193,458,107,602,3.0
7034,0.452,0.725,273,265,77,830,5.0
7035,0.419,0.761,130,124,44,432,5.0
7036,0.492,0.673,143,141,33,398,5.0
7037,0.479,0.812,553,186,83,1002,1.0
7038,0.477,0.686,641,97,42,1006,1.0
7039,0.333,1.0,15,11,5,49,4.0
7040,0.448,0.714,10,11,7,37,3.0
7041,0.368,0.778,23,24,4,77,4.0
7042,0.419,0.792,153,136,41,629,4.0
7043,0.374,0.731,113,40,24,283,4.0
7044,0.527,0.683,336,70,62,674,5.0
7045,0.428,0.839,130,170,49,381,3.0
7046,0.454,0.775,234,43,45,203,2.0
7047,0.444,0.615,124,44,32,292,4.0
7048,0.484,0.75,12,17,3,48,3.0
7049,0.464,0.617,582,136,119,722,5.0
7050,0.276,0.95,39,24,18,114,5.0
7051,0.372,0.667,23,8,2,42,2.0
7052,0.485,0.751,303,61,24,646,5.0
7053,0.508,0.812,333,206,89,506,4.0
7054,0.511,0.797,779,304,79,2095,2.0
7055,0.361,0.822,64,138,32,327,3.0
7056,0.442,0.654,208,73,62,333,2.0
7057,0.464,0.813,240,622,112,1640,3.0
7058,0.486,0.847,332,69,38,520,5.0
7059,0.4,1.0,2,0,1,8,2.0
7060,0.375,0.833,1,0,2,11,5.0
7061,0.402,0.78,637,167,68,910,2.0
7062,0.42,0.824,44,122,28,402,3.0
7063,0.458,0.778,381,298,79,1328,5.0
7064,0.48,0.746,699,367,74,948,5.0
7065,0.382,0.73,79,75,38,513,4.0
7066,0.367,0.722,110,70,24,229,2.0
7067,0.448,0.818,285,246,48,787,5.0
7068,0.508,0.626,685,159,69,1551,2.0
7069,0.463,0.707,501,263,90,1213,5.0
7070,0.442,0.765,72,89,15,180,3.0
7071,0.388,0.768,135,35,29,139,5.0
7072,0.424,0.829,246,240,108,653,4.0
7073,0.404,0.771,138,52,16,318,5.0
7074,0.431,0.789,250,158,75,1148,4.0
7075,0.449,0.788,152,104,33,678,4.0
7076,0.41,0.79,98,54,42,470,4.0
7077,0.466,0.774,280,476,84,914,3.0
7078,0.464,0.785,293,45,23,423,1.0
7079,0.473,0.919,239,187,85,1470,4.0
7080,0.439,0.81,123,47,18,322,5.0
7081,0.484,0.735,390,85,38,548,2.0
7082,0.448,0.88,138,111,27,427,5.0
7083,0.46,0.847,288,208,87,1277,4.0
7084,0.553,0.711,753,123,40,1718,1.0
7085,0.455,0.902,76,37,28,242,4.0
7086,0.387,0.638,77,108,47,225,3.0
7087,0.465,0.761,423,132,105,1175,5.0
7088,0.435,0.851,271,72,45,813,5.0
7089,0.528,0.882,121,272,37,481,3.0
7090,0.426,0.791,275,121,75,973,4.0
7091,0.478,0.573,379,93,21,471,1.0
7092,0.476,0.838,154,65,53,820,5.0
7093,0.438,0.781,68,94,23,207,3.0
7094,0.491,0.83,532,203,63,1435,2.0
7095,0.489,0.582,229,18,11,273,1.0
7096,0.575,0.524,1078,299,36,2344,1.0
7097,0.424,0.776,540,253,102,548,2.0
7098,0.453,0.719,595,317,91,1259,5.0
7099,0.461,0.616,274,61,41,455,1.0
